CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
"$PROCUREMENT LTD","11091059","","","VICTORY HOUSE 17/19 MARINO WAY","HOGWOOD INDUSTRIAL ESTATE","FINCHAMPSTEAD","BERKSHIRE","UNITED KINGDOM","RG40 4RF","Private Limited Company","Active","United Kingdom","","01/12/2017","31","12","30/09/2022","31/12/2020","DORMANT","29/12/2018","","0","0","0","0","46900 - Non-specialised wholesale trade","","","","0","0","http://business.data.gov.uk/id/company/11091059","","","","","","","","","","","","","","","","","","","","","14/12/2022","30/11/2021"
"$TAYBRAZY LIMITED","13017883","","","50 PRINCES WAY","HUTTON","BRENTWOOD","","ENGLAND","CM13 2JW","Private Limited Company","Active","United Kingdom","","13/11/2020","30","11","13/08/2022","","NO ACCOUNTS FILED","11/12/2021","","0","0","0","0","47820 - Retail sale via stalls and markets of textiles, clothing and footwear","","","","0","0","http://business.data.gov.uk/id/company/13017883","","","","","","","","","","","","","","","","","","","","","26/11/2022","12/11/2021"
"$UGAR RU$H LTD","12665505","","","17 WHALEBONE LANE SOUTH","","DAGENHAM","ESSEX","","RM8 1AH","Private Limited Company","Active","United Kingdom","","12/06/2020","30","6","31/03/2023","30/06/2021","MICRO ENTITY","10/07/2021","","0","0","0","0","47190 - Other retail sale in non-specialised stores","47710 - Retail sale of clothing in specialised stores","47990 - Other retail sale not in stores, stalls or markets","","0","0","http://business.data.gov.uk/id/company/12665505","","","","","","","","","","","","","","","","","","","","","25/06/2022","11/06/2021"
"$WERVE LTD","13984698","","","4 HOUNSLOW ROAD","","TWICKENHAM","","ENGLAND","TW2 7EX","Private Limited Company","Active","United Kingdom","","17/03/2022","31","3","17/12/2023","","NO ACCOUNTS FILED","14/04/2023","","0","0","0","0","59200 - Sound recording and music publishing activities","","","","0","0","http://business.data.gov.uk/id/company/13984698","","","","","","","","","","","","","","","","","","","","","30/03/2023",""
"$€LF-MAD£ LTD","13984549","","","KEMP HOUSE 152-160","CITY ROAD","LONDON","","ENGLAND","EC1V 2NX","Private Limited Company","Active","United Kingdom","","17/03/2022","31","3","17/12/2023","","NO ACCOUNTS FILED","14/04/2023","","0","0","0","0","46420 - Wholesale of clothing and footwear","","","","0","0","http://business.data.gov.uk/id/company/13984549","","","","","","","","","","","","","","","","","","","","","30/03/2023",""
"& AGAIN CLOTHING LTD","13925097","","","4 CARTERS CLOSE","","STEVENAGE","HERTFORDSHIRE","ENGLAND","SG2 9QA","Private Limited Company","Active","United Kingdom","","18/02/2022","28","2","18/11/2023","","NO ACCOUNTS FILED","18/03/2023","","0","0","0","0","47710 - Retail sale of clothing in specialised stores","","","","0","0","http://business.data.gov.uk/id/company/13925097","","","","","","","","","","","","","","","","","","","","","03/03/2023",""
"& ALCHEMY MARKETING COMMUNICATIONS LTD","08945953","","","1580 PARKWAY   SOLENT BUSINESS PARK","WHITELEY","FAREHAM","HAMPSHIRE","","PO15 7AG","Private Limited Company","Liquidation","United Kingdom","","19/03/2014","31","3","31/03/2021","31/03/2019","TOTAL EXEMPTION FULL","16/04/2017","19/03/2016","0","0","0","0","70229 - Management consultancy activities other than financial management","","","","0","0","http://business.data.gov.uk/id/company/08945953","","","","","","","","","","","","","","","","","","","","","02/04/2020","19/03/2019"
"& ANOTHER DESIGN LIMITED","08955184","","","147A DULWICH ROAD","","LONDON","","ENGLAND","SE24 0NG","Private Limited Company","Active","United Kingdom","","24/03/2014","31","3","31/12/2022","31/03/2021","DORMANT","21/04/2017","24/03/2016","0","0","0","0","90030 - Artistic creation","","","","0","0","http://business.data.gov.uk/id/company/08955184","","","","","","","","","","","","","","","","","","","","","07/04/2022","24/03/2021"
"& BLANC LIMITED","09619569","","","160 KEMP HOUSE, CITY ROAD, LONDON CITY ROAD","160 KEMP HOUSE","LONDON","","ENGLAND","EC1V 2NX","Private Limited Company","Active","United Kingdom","","02/06/2015","30","6","31/03/2023","30/06/2021","DORMANT","30/06/2017","02/06/2016","0","0","0","0","47710 - Retail sale of clothing in specialised stores","","","","0","0","http://business.data.gov.uk/id/company/09619569","","","","","","","","","","","","","","","","","","","","","16/06/2022","02/06/2021"
"& BY THE WAY LIMITED","12537768","","","12 HATHERLEY ROAD","","SIDCUP","","ENGLAND","DA14 4DT","Private Limited Company","Active","United Kingdom","","30/03/2020","31","3","31/12/2022","31/03/2021","TOTAL EXEMPTION FULL","27/04/2021","","0","0","0","0","70229 - Management consultancy activities other than financial management","","","","0","0","http://business.data.gov.uk/id/company/12537768","","","","","","","","","","","","","","","","","","","","","12/04/2023","29/03/2022"
"& CHAI LIMITED","13315396","","","59 PARK VIEW","","STEVENAGE","","ENGLAND","SG2 8PT","Private Limited Company","Active","United Kingdom","","06/04/2021","30","4","06/01/2023","","NO ACCOUNTS FILED","04/05/2022","","0","0","0","0","47910 - Retail sale via mail order houses or via Internet","","","","0","0","http://business.data.gov.uk/id/company/13315396","","","","","","","","","","","","","","","","","","","","","19/04/2023","05/04/2022"
"& CLEAN LTD","13333846","","","46 46 MIDDLE STEET","","BRIGHTON","EAST SUSSEX","ENGLAND","BN1 1AL","Private Limited Company","Active","United Kingdom","","14/04/2021","30","4","14/01/2023","","NO ACCOUNTS FILED","12/05/2022","","0","0","0","0","81210 - General cleaning of buildings","","","","0","0","http://business.data.gov.uk/id/company/13333846","","","","","","","","","","","","","","","","","","","","","27/04/2023","13/04/2022"
"& CO DESIGN LIMITED","12434675","","","2 CROOK STREET","","CHESTER","","ENGLAND","CH1 2BE","Private Limited Company","Active","United Kingdom","","30/01/2020","31","1","31/10/2022","31/01/2021","TOTAL EXEMPTION FULL","27/02/2021","","0","0","0","0","47710 - Retail sale of clothing in specialised stores","","","","0","0","http://business.data.gov.uk/id/company/12434675","","","","","","","","","","","","","","","","","","","","","12/02/2023","29/01/2022"
"& COMPANY GROUP LTD","10715295","","","17 MANN ISLAND","","LIVERPOOL","","ENGLAND","L3 1BP","Private Limited Company","Active","United Kingdom","","07/04/2017","30","6","30/06/2022","30/06/2020","TOTAL EXEMPTION FULL","05/05/2018","","0","0","0","0","56101 - Licensed restaurants","","","","0","0","http://business.data.gov.uk/id/company/10715295","20/04/2021","AVENUE HQ HOSPITALITY LTD","12/06/2018","CUPPACOFFEE LIVERPOOL LIMITED","","","","","","","","","","","","","","","","","20/04/2023","06/04/2022"
"& DAUGHTER LIMITED","08684770","","","6 POOLE ROAD","","WIMBORNE","DORSET","","BH21 1QE","Private Limited Company","Active","United Kingdom","","10/09/2013","25","2","25/11/2022","25/02/2021","TOTAL EXEMPTION FULL","08/10/2016","10/09/2015","0","0","0","0","46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods","","","","0","0","http://business.data.gov.uk/id/company/08684770","","","","","","","","","","","","","","","","","","","","","24/09/2022","10/09/2021"
"& DAUGHTERS INTERIORS LTD","12795926","","","SECTOR HALL","SECTOR LANE","AXMINSTER","","ENGLAND","EX13 5RZ","Private Limited Company","Active","United Kingdom","","06/08/2020","31","8","31/05/2023","31/08/2021","MICRO ENTITY","03/09/2021","","0","0","0","0","47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store","95240 - Repair of furniture and home furnishings","","","0","0","http://business.data.gov.uk/id/company/12795926","","","","","","","","","","","","","","","","","","","","","16/08/2022","02/08/2021"
"& DIAMONDS LTD","13014456","","","FLAT 53 125-127 PARK ROAD","","LONDON","","ENGLAND","NW8 7JS","Private Limited Company","Active","United Kingdom","","12/11/2020","30","11","12/08/2022","","NO ACCOUNTS FILED","10/12/2021","","0","0","0","0","46480 - Wholesale of watches and jewellery","47770 - Retail sale of watches and jewellery in specialised stores","","","0","0","http://business.data.gov.uk/id/company/13014456","","","","","","","","","","","","","","","","","","","","","25/11/2022","11/11/2021"
"& EVER LTD","12362005","","","2 BRIDGE BANK CLOSE","STONE CROSS PARK","GOLBORNE","WARRINGTON","ENGLAND","WA3 3GT","Private Limited Company","Active","United Kingdom","","13/12/2019","31","12","30/09/2022","31/12/2020","DORMANT","10/01/2021","","0","0","0","0","15200 - Manufacture of footwear","46420 - Wholesale of clothing and footwear","47721 - Retail sale of footwear in specialised stores","","0","0","http://business.data.gov.uk/id/company/12362005","","","","","","","","","","","","","","","","","","","","","26/12/2022","12/12/2021"
"& HALT LIMITED","13261308","","","MARIA HOUSE","35 MILLERS ROAD","BRIGHTON","","ENGLAND","BN1 5NP","Private Limited Company","Active","United Kingdom","","11/03/2021","31","3","11/12/2022","","NO ACCOUNTS FILED","08/04/2022","","0","0","0","0","47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians)","56102 - Unlicensed restaurants and cafes","","","0","0","http://business.data.gov.uk/id/company/13261308","","","","","","","","","","","","","","","","","","","","","24/03/2023","10/03/2022"
"& HARRI LIMITED","13129119","","","116 ASHLEY ROAD","HALE","ALTRINCHAM","","ENGLAND","WA14 2UN","Private Limited Company","Active","United Kingdom","","12/01/2021","31","1","12/10/2022","","NO ACCOUNTS FILED","09/02/2022","","0","0","0","0","47910 - Retail sale via mail order houses or via Internet","","","","0","0","http://business.data.gov.uk/id/company/13129119","","","","","","","","","","","","","","","","","","","","","25/01/2023","11/01/2022"
"& HORIZON MATTERS LTD","13109850","","","48 CRAWTHEW GROVE","","LONDON","","ENGLAND","SE22 9AB","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","04/01/2021","31","1","04/10/2022","","NO ACCOUNTS FILED","01/02/2022","","0","0","0","0","46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods","","","","0","0","http://business.data.gov.uk/id/company/13109850","","","","","","","","","","","","","","","","","","","","","17/01/2022",""
"& JOY STUDIO LTD","11126054","","","2 DARTMOUTH STREET","SEVERIN FINANCE LTD","LONDON","","ENGLAND","SW1H 9BP","Private Limited Company","Active","United Kingdom","","28/12/2017","31","12","30/09/2023","31/12/2021","MICRO ENTITY","25/01/2019","","0","0","0","0","74100 - specialised design activities","","","","0","0","http://business.data.gov.uk/id/company/11126054","","","","","","","","","","","","","","","","","","","","","10/01/2023","27/12/2021"
"& KO LTD","13086742","","","4 HOLCOMBE TERRACE","WESTON","BATH","","ENGLAND","BA1 4HP","Private Limited Company","Active","United Kingdom","","17/12/2020","31","12","30/09/2023","31/12/2021","DORMANT","14/01/2022","","0","0","0","0","96020 - Hairdressing and other beauty treatment","","","","0","0","http://business.data.gov.uk/id/company/13086742","","","","","","","","","","","","","","","","","","","","","30/12/2022","16/12/2021"
"& LASH LIMITED","13999081","","","120 MANNERS ROAD","","SOUTHSEA","","ENGLAND","PO4 0BG","Private Limited Company","Active","United Kingdom","","23/03/2022","31","3","23/12/2023","","NO ACCOUNTS FILED","20/04/2023","","0","0","0","0","60200 - Television programming and broadcasting activities","","","","0","0","http://business.data.gov.uk/id/company/13999081","","","","","","","","","","","","","","","","","","","","","05/04/2023",""
"& NEW LIMITED","08697873","","","19 WARREN PARK WAY","ENDERBY","LEICESTER","","","LE19 4SA","Private Limited Company","Active","United Kingdom","","19/09/2013","30","9","30/06/2023","30/09/2021","TOTAL EXEMPTION FULL","17/10/2016","19/09/2015","0","0","0","0","46470 - Wholesale of furniture, carpets and lighting equipment","","","","0","0","http://business.data.gov.uk/id/company/08697873","","","","","","","","","","","","","","","","","","","","","03/10/2022","19/09/2021"
"& SMITH LIMITED","06508401","","","19 ABBOTS BUSINESS PARK","PRIMROSE HILL","KINGS LANGLEY","HERTFORDSHIRE","UNITED KINGDOM","WD4 8FR","Private Limited Company","Active","United Kingdom","","19/02/2008","28","2","30/11/2022","28/02/2021","TOTAL EXEMPTION FULL","19/03/2017","19/02/2016","0","0","0","0","90030 - Artistic creation","","","","0","0","http://business.data.gov.uk/id/company/06508401","","","","","","","","","","","","","","","","","","","","","05/03/2023","19/02/2022"
"& SO THEY MADE LTD","08456763","","","C/O BOWYERS ACCOUNTANTS","PORTAL BUSINESS CENTRE, DALLAM LANE","WARRINGTON","CHESHIRE","UNITED KINGDOM","WA2 7LT","Private Limited Company","Active","United Kingdom","","21/03/2013","28","2","30/11/2022","28/02/2021","MICRO ENTITY","18/04/2017","21/03/2016","0","0","0","0","47910 - Retail sale via mail order houses or via Internet","","","","0","0","http://business.data.gov.uk/id/company/08456763","22/03/2016","HANNAH LLOYD LTD","","","","","","","","","","","","","","","","","","","04/04/2023","21/03/2022"
"& SO... LTD","11563104","","","HEASLEY HOUSE","HEASLEY MILL","SOUTH MOLTON","NORTH DEVON","ENGLAND","EX36 3LE","Private Limited Company","Active","United Kingdom","","11/09/2018","31","12","30/09/2023","31/12/2021","MICRO ENTITY","09/10/2019","","0","0","0","0","99999 - Dormant Company","","","","0","0","http://business.data.gov.uk/id/company/11563104","","","","","","","","","","","","","","","","","","","","","24/09/2022","10/09/2021"
"& SODA LTD","12217187","","","20 KING STREET","MORLEY","LEEDS","WEST YORKSHIRE","ENGLAND","LS27 9ER","Private Limited Company","Active","United Kingdom","","20/09/2019","30","9","30/06/2023","30/09/2021","TOTAL EXEMPTION FULL","18/10/2020","","0","0","0","0","46342 - Wholesale of wine, beer, spirits and other alcoholic beverages","","","","0","0","http://business.data.gov.uk/id/company/12217187","","","","","","","","","","","","","","","","","","","","","03/10/2022","19/09/2021"
"& SON STUDIO LIMITED","10655307","","","FIRST FLOOR, ST JOHNS HOUSE","16 CHURCH STREET","BROMSGROVE","WORCESTERSHIRE","UNITED KINGDOM","B61 8DN","Private Limited Company","Active","United Kingdom","","07/03/2017","31","3","31/12/2022","31/03/2021","MICRO ENTITY","04/04/2018","","0","0","0","0","59111 - Motion picture production activities","","","","0","0","http://business.data.gov.uk/id/company/10655307","","","","","","","","","","","","","","","","","","","","","20/03/2023","06/03/2022"
"& THE LITTLE THINGS LIMITED","11649464","","","9B ISLAND VIEW, 9B HURST ROAD","MILFORD ON SEA","LYMINGTON","HAMPSHIRE","ENGLAND","SO41 0PY","Private Limited Company","Active","United Kingdom","","30/10/2018","31","12","30/09/2022","31/12/2020","MICRO ENTITY","27/11/2019","","0","0","0","0","47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store","","","","0","0","http://business.data.gov.uk/id/company/11649464","31/12/2019","AT HOME WITH ELLA LIMITED","","","","","","","","","","","","","","","","","","","12/11/2022","29/10/2021"
"& THE NEW ... LTD","10709533","","","CAMBRIDGE HOUSE 27 CAMBRIDGE PARK","WANSTEAD","LONDON","","ENGLAND","E11 2PU","Private Limited Company","Active","United Kingdom","","05/04/2017","29","3","23/06/2022","31/03/2020","TOTAL EXEMPTION FULL","03/05/2018","","0","0","0","0","73120 - Media representation services","","","","0","0","http://business.data.gov.uk/id/company/10709533","","","","","","","","","","","","","","","","","","","","","18/04/2023","04/04/2022"
"& THEN STUDIO LIMITED","10816310","","","4 MOUNT EPHRAIM ROAD","","TUNBRIDGE WELLS","KENT","","TN1 1EE","Private Limited Company","Liquidation","United Kingdom","","13/06/2017","30","6","30/06/2021","30/06/2019","TOTAL EXEMPTION FULL","11/07/2018","","0","0","0","0","74100 - specialised design activities","","","","0","0","http://business.data.gov.uk/id/company/10816310","","","","","","","","","","","","","","","","","","","","","26/06/2021","12/06/2020"
"& TOMORROW LIMITED","11383732","","","C/O THE ACCOUNTING CREW LIMITED","85 TOTTENHAM COURT ROAD","LONDON","","ENGLAND","W1T 4TQ","Private Limited Company","Active","United Kingdom","","25/05/2018","31","5","28/02/2023","31/05/2021","MICRO ENTITY","22/06/2019","","0","0","0","0","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/11383732","","","","","","","","","","","","","","","","","","","","","07/06/2023","24/05/2022"
"& TONIC LIMITED","10802677","","","THE OLD CASINO","FOURTH AVENUE","HOVE","","ENGLAND","BN3 2PJ","Private Limited Company","Active","United Kingdom","","05/06/2017","30","6","31/03/2023","30/06/2021","MICRO ENTITY","03/07/2018","","0","0","0","0","73110 - Advertising agencies","","","","0","0","http://business.data.gov.uk/id/company/10802677","","","","","","","","","","","","","","","","","","","","","18/06/2022","04/06/2021"
"& UP LTD","13180635","","","125 BRIAR ROAD","","ROMFORD","","ENGLAND","RM3 8AP","Private Limited Company","Active","United Kingdom","","04/02/2021","28","2","04/11/2022","","NO ACCOUNTS FILED","04/03/2022","","0","0","0","0","68100 - Buying and selling of own real estate","98000 - Residents property management","","","0","0","http://business.data.gov.uk/id/company/13180635","","","","","","","","","","","","","","","","","","","","","17/02/2023","03/02/2022"
"&&& CREATIVE LIMITED","07153865","","","1 VICARAGE LANE","","STRATFORD","LONDON","","E15 4HF","Private Limited Company","Active","United Kingdom","","10/02/2010","28","2","30/11/2022","28/02/2021","DORMANT","10/03/2017","10/02/2016","0","0","0","0","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/07153865","","","","","","","","","","","","","","","","","","","","","24/02/2023","10/02/2022"
"&&& LIMITED","04971465","","","1 VICARAGE LANE","STRATFORD","LONDON","","","E15 4HF","Private Limited Company","Active","United Kingdom","","20/11/2003","30","11","31/08/2023","30/11/2021","TOTAL EXEMPTION FULL","18/12/2016","20/11/2015","1","0","0","1","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/04971465","","","","","","","","","","","","","","","","","","","","","04/12/2022","20/11/2021"
"&? CLOTHING LTD","13992022","","","3 FIELDSIDE CLOSE","","STOCKPORT","GREATER MANCHESTER","UNITED KINGDOM","SK7 1JD","Private Limited Company","Active","United Kingdom","","21/03/2022","31","3","21/12/2023","","NO ACCOUNTS FILED","18/04/2023","","0","0","0","0","47710 - Retail sale of clothing in specialised stores","","","","0","0","http://business.data.gov.uk/id/company/13992022","","","","","","","","","","","","","","","","","","","","","03/04/2023",""
"&AD LIMITED","12935215","","","FIRST FLOOR, 105-111","EUSTON STREET","LONDON","","ENGLAND","NW1 2EW","Private Limited Company","Active","United Kingdom","","07/10/2020","31","10","31/07/2023","31/10/2021","MICRO ENTITY","04/11/2021","","0","0","0","0","59120 - Motion picture, video and television programme post-production activities","","","","0","0","http://business.data.gov.uk/id/company/12935215","","","","","","","","","","","","","","","","","","","","","20/10/2022","06/10/2021"
"&AGENCY LTD","07696247","","","85 GREAT PORTLAND STREET","FIRST FLOOR","LONDON","","UNITED KINGDOM","W1W 7LT","Private Limited Company","Active","United Kingdom","","07/07/2011","31","7","30/04/2023","31/07/2021","TOTAL EXEMPTION FULL","23/09/2016","26/08/2015","0","0","0","0","73110 - Advertising agencies","","","","0","0","http://business.data.gov.uk/id/company/07696247","30/05/2013","NINA FARRELL LTD","","","","","","","","","","","","","","","","","","","06/09/2022","23/08/2021"
"&AGREE LTD","13128476","","","86-90 PAUL STREET","","LONDON","","ENGLAND","EC2A 4NE","Private Limited Company","Active","United Kingdom","","12/01/2021","31","1","31/10/2023","31/01/2022","TOTAL EXEMPTION FULL","09/02/2022","","0","0","0","0","62012 - Business and domestic software development","62020 - Information technology consultancy activities","62030 - Computer facilities management activities","62090 - Other information technology service activities","0","0","http://business.data.gov.uk/id/company/13128476","","","","","","","","","","","","","","","","","","","","","25/01/2023","11/01/2022"
"&APLACE LIMITED","07083013","","","UNIT A 10","FASHION STREET","LONDON","","","E1 6PX","Private Limited Company","Active","United Kingdom","","20/11/2009","31","7","30/04/2023","31/07/2021","SMALL","18/12/2016","20/11/2015","3","2","0","1","68209 - Other letting and operating of own or leased real estate","","","","0","0","http://business.data.gov.uk/id/company/07083013","07/03/2019","AAA UNITED LIMITED","06/11/2012","AAA UNITED (UK) LIMITED","","","","","","","","","","","","","","","","","24/02/2023","10/02/2022"
"&ASIAN LTD","13563517","","","86-90 PAUL STREET","","LONDON","","ENGLAND","EC2A 4NE","Private Limited Company","Active","United Kingdom","","12/08/2021","31","8","12/05/2023","","NO ACCOUNTS FILED","09/09/2022","","0","0","0","0","58190 - Other publishing activities","","","","0","0","http://business.data.gov.uk/id/company/13563517","","","","","","","","","","","","","","","","","","","","","25/08/2022",""
"&BAM LIMITED","12416633","","","FLAT B, 93 KING HENRY'S ROAD","PRIMROSE HILL","LONDON","","ENGLAND","NW3 3QX","Private Limited Company","Active","United Kingdom","","21/01/2020","31","1","31/10/2023","31/01/2022","DORMANT","18/02/2021","","0","0","0","0","47910 - Retail sale via mail order houses or via Internet","","","","0","0","http://business.data.gov.uk/id/company/12416633","","","","","","","","","","","","","","","","","","","","","03/02/2023","20/01/2022"
"&BEYOND LIMITED","11380785","","","76 SYDENHAM ROAD","SYDENHAM ROAD","GUILDFORD","","UNITED KINGDOM","GU1 3SA","Private Limited Company","Active","United Kingdom","","24/05/2018","31","5","28/02/2023","31/05/2021","MICRO ENTITY","21/06/2019","","0","0","0","0","70229 - Management consultancy activities other than financial management","","","","0","0","http://business.data.gov.uk/id/company/11380785","","","","","","","","","","","","","","","","","","","","","06/06/2022","23/05/2021"
"&BREATHE FAMILY WELLBEING LIMITED","10770530","","","THE COACH HOUSE","THE SQUARE","SAWBRIDGEWORTH","HERTFORDSHIRE","UNITED KINGDOM","CM21 9AE","Private Limited Company","Active","United Kingdom","","15/05/2017","31","3","31/12/2022","31/03/2021","TOTAL EXEMPTION FULL","12/06/2018","","0","0","0","0","96040 - Physical well-being activities","","","","0","0","http://business.data.gov.uk/id/company/10770530","","","","","","","","","","","","","","","","","","","","","28/05/2023","14/05/2022"
"&BREATHE PARTNERSHIP LTD","13979577","","","16 COMMERCE SQUARE","","NOTTINGHAM","","ENGLAND","NG1 1HS","Private Limited Company","Active","United Kingdom","","16/03/2022","31","3","16/12/2023","","NO ACCOUNTS FILED","13/04/2023","","0","0","0","0","70229 - Management consultancy activities other than financial management","74909 - Other professional, scientific and technical activities n.e.c.","82990 - Other business support service activities n.e.c.","","0","0","http://business.data.gov.uk/id/company/13979577","","","","","","","","","","","","","","","","","","","","","29/03/2023",""
"&BROAD LIMITED","13430540","","","FLAT 6 BROADSIDE HOUSE","3 COMET STREET","LONDON","","ENGLAND","SE8 4AN","Private Limited Company","Active","United Kingdom","","01/06/2021","30","6","01/03/2023","","NO ACCOUNTS FILED","29/06/2022","","0","0","0","0","68100 - Buying and selling of own real estate","68201 - Renting and operating of Housing Association real estate","68209 - Other letting and operating of own or leased real estate","68320 - Management of real estate on a fee or contract basis","0","0","http://business.data.gov.uk/id/company/13430540","","","","","","","","","","","","","","","","","","","","","14/06/2022",""
"&BUILD LONDON LTD","13931175","","","102 MITCHAM LANE","","LONDON","","UNITED KINGDOM","SW16 6NR","Private Limited Company","Active","United Kingdom","","22/02/2022","28","2","22/11/2023","","NO ACCOUNTS FILED","22/03/2023","","0","0","0","0","41100 - Development of building projects","41201 - Construction of commercial buildings","41202 - Construction of domestic buildings","","0","0","http://business.data.gov.uk/id/company/13931175","","","","","","","","","","","","","","","","","","","","","07/03/2023",""
"&BUILD LTD","12585238","","","1125 LONDON ROAD","LONDON ROAD","LONDON","","ENGLAND","SW16 4XD","Private Limited Company","Active","United Kingdom","","04/05/2020","31","5","04/05/2022","","NO ACCOUNTS FILED","01/06/2021","","0","0","0","0","41201 - Construction of commercial buildings","41202 - Construction of domestic buildings","74100 - specialised design activities","","0","0","http://business.data.gov.uk/id/company/12585238","","","","","","","","","","","","","","","","","","","","","17/05/2022","03/05/2021"
"&BUSINESS CO. LTD","12949004","","4385","12949004: COMPANIES HOUSE DEFAULT ADDRESS","","CARDIFF","","","CF14 8LH","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","14/10/2020","31","10","14/07/2022","","NO ACCOUNTS FILED","11/11/2021","","0","0","0","0","64209 - Activities of other holding companies n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/12949004","","","","","","","","","","","","","","","","","","","","","27/10/2021",""
"&CO TRADING LIMITED","13487401","","","67 KENSINGTON GARDENS SQUARE","FLAT 2","LONDON","","ENGLAND","W2 4DG","Private Limited Company","Active","United Kingdom","","01/07/2021","31","7","01/04/2023","","NO ACCOUNTS FILED","29/07/2022","","0","0","0","0","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/13487401","","","","","","","","","","","","","","","","","","","","","14/07/2022",""
"&COACH LIMITED","11330173","","","93 TABERNACLE STREET","","LONDON","","ENGLAND","EC2A 4BA","Private Limited Company","Active","United Kingdom","","26/04/2018","30","4","31/01/2023","30/04/2021","TOTAL EXEMPTION FULL","24/05/2019","","0","0","0","0","63990 - Other information service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/11330173","","","","","","","","","","","","","","","","","","","","","09/05/2023","25/04/2022"
"&COFFEE LIMITED","12313229","","","19 MORLAND WAY","CHESHUNT","WALTHAM CROSS","","ENGLAND","EN8 0RY","Private Limited Company","Active","United Kingdom","","13/11/2019","30","11","31/08/2022","30/11/2020","MICRO ENTITY","11/12/2020","","0","0","0","0","56102 - Unlicensed restaurants and cafes","","","","0","0","http://business.data.gov.uk/id/company/12313229","","","","","","","","","","","","","","","","","","","","","26/11/2022","12/11/2021"
"&COMPANY LIMITED","12924090","","","ROSE COTTAGE 15 NORTH FEN ROAD","GLINTON","PETERBOROUGH","","UNITED KINGDOM","PE6 7JL","Private Limited Company","Active","United Kingdom","","02/10/2020","31","10","31/07/2023","31/10/2021","MICRO ENTITY","30/10/2021","","0","0","0","0","70229 - Management consultancy activities other than financial management","","","","0","0","http://business.data.gov.uk/id/company/12924090","","","","","","","","","","","","","","","","","","","","","16/10/2022","02/10/2021"
"&CRYSTALS LTD","13144123","","","STABLE BARN","LENBOROUGH ROAD","LENBOROUGH","BUCKINGHAMSHIRE","ENGLAND","MK18 4BP","Private Limited Company","Active","United Kingdom","","19/01/2021","31","3","19/10/2022","","NO ACCOUNTS FILED","16/02/2022","","0","0","0","0","47910 - Retail sale via mail order houses or via Internet","","","","0","0","http://business.data.gov.uk/id/company/13144123","","","","","","","","","","","","","","","","","","","","","01/02/2023","18/01/2022"
"&DEV LIMITED","11895018","","","ORWELL HOUSE &DEV","COWLEY ROAD","CAMBRIDGE","CAMBS","UNITED KINGDOM","CB4 0PP","Private Limited Company","Active","United Kingdom","","20/03/2019","31","8","31/05/2023","31/08/2021","MICRO ENTITY","17/04/2020","","0","0","0","0","62012 - Business and domestic software development","62020 - Information technology consultancy activities","62090 - Other information technology service activities","","0","0","http://business.data.gov.uk/id/company/11895018","","","","","","","","","","","","","","","","","","","","","02/04/2023","19/03/2022"
